Pays,Catégorie,Item,Valeur,Plage,Valeur_nettoyee,Plage_nettoyee,Plage_min,Plage_max
new zealand,rent per month,apartment (3 bedrooms) in city centre,"1,534.41 €","1,005.44-2,540.07",1.534,"(5.44, 2.54)",5.44,2.54
new zealand,rent per month,apartment (3 bedrooms) outside of centre,"1,328.38 €","846.69-1,852.13",1.328,"(846.69, 1.852)",846.69,1.852
new zealand,buy apartment price,price per square meter to buy apartment in city centre,"4,432.45 €","2,275.48-7,937.71",4.432,"(275.48, 7.937)",275.48,7.937
new zealand,buy apartment price,price per square meter to buy apartment outside of centre,"3,680.46 €","1,852.13-6,879.35",3.68,"(852.13, 6.879)",852.13,6.879
new zealand,salaries and financing,average monthly net salary (after tax),"2,647.23 €",,2.647,,,
new zealand,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",6.77,5.79-7.50,6.77,"(5.79, 7.5)",5.79,7.5
nicaragua,rent per month,apartment (1 bedroom) in city centre,319.32 €,183.78-459.45,319.32,"(183.78, 459.45)",183.78,459.45
nicaragua,rent per month,apartment (1 bedroom) outside of centre,249.83 €,137.84-413.50,249.83,"(137.84, 413.5)",137.84,413.5
nicaragua,rent per month,apartment (3 bedrooms) in city centre,546.63 €,"274.47-1,102.68",546.63,"(274.47, 1.102)",274.47,1.102
nicaragua,rent per month,apartment (3 bedrooms) outside of centre,452.08 €,275.67-918.90,452.08,"(275.67, 918.9)",275.67,918.9
nicaragua,buy apartment price,price per square meter to buy apartment in city centre,"1,118.00 €","1,102.68-1,194.57",1.118,"(102.68, 1.194)",102.68,1.194
nicaragua,buy apartment price,price per square meter to buy apartment outside of centre,476.91 €,336.32-827.01,476.91,"(336.32, 827.01)",336.32,827.01
nicaragua,salaries and financing,average monthly net salary (after tax),262.23 €,,262.23,,,
nicaragua,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",10.25,9.00-11.75,10.25,"(9.0, 11.75)",9.0,11.75
niger,rent per month,apartment (1 bedroom) in city centre,743.19 €,"457.35-1,219.59",743.19,"(457.35, 1.219)",457.35,1.219
niger,rent per month,apartment (1 bedroom) outside of centre,381.12 €,304.90-457.35,381.12,"(304.9, 457.35)",304.9,457.35
niger,rent per month,apartment (3 bedrooms) in city centre,628.85 €,"228.67-1,219.59",628.85,"(228.67, 1.219)",228.67,1.219
niger,rent per month,apartment (3 bedrooms) outside of centre,398.91 €,129.58-609.80,398.91,"(129.58, 609.8)",129.58,609.8
niger,buy apartment price,price per square meter to buy apartment in city centre,"228,673.53 €",,228.673,,,
niger,buy apartment price,price per square meter to buy apartment outside of centre,"76,224.51 €",,76.224,,,
niger,salaries and financing,average monthly net salary (after tax),277.58 €,,277.58,,,
niger,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",11.00,8.00-12.00,11.0,"(8.0, 12.0)",8.0,12.0
nigeria,rent per month,apartment (1 bedroom) in city centre,806.42 €,"332.02-1,797.53",806.42,"(332.02, 1.797)",332.02,1.797
nigeria,rent per month,apartment (1 bedroom) outside of centre,492.73 €,172.49-992.47,492.73,"(172.49, 992.47)",172.49,992.47
nigeria,rent per month,apartment (3 bedrooms) in city centre,"1,893.29 €","664.07-4,969.62",1.893,"(664.07, 4.969)",664.07,4.969
nigeria,rent per month,apartment (3 bedrooms) outside of centre,"1,095.99 €","442.69-2,986.67",1.095,"(442.69, 2.986)",442.69,2.986
nigeria,buy apartment price,price per square meter to buy apartment in city centre,"1,377.85 €","619.92-1,745.91",1.377,"(619.92, 1.745)",619.92,1.745
nigeria,buy apartment price,price per square meter to buy apartment outside of centre,"1,011.76 €","126.42-1,654.02",1.011,"(126.42, 1.654)",126.42,1.654
nigeria,salaries and financing,average monthly net salary (after tax),125.27 €,,125.27,,,
nigeria,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",17.60,9.00-22.50,17.6,"(9.0, 22.5)",9.0,22.5
niue,rent per month,apartment (3 bedrooms) in city centre,238.13 €,,238.13,,,
niue,rent per month,apartment (3 bedrooms) outside of centre,211.67 €,,211.67,,,
north korea,rent per month,apartment (1 bedroom) in city centre,85.33 €,80.00-96.00,85.33,"(80.0, 96.0)",80.0,96.0
north korea,rent per month,apartment (1 bedroom) outside of centre,93.33 €,80.00-120.00,93.33,"(80.0, 120.0)",80.0,120.0
north korea,rent per month,apartment (3 bedrooms) in city centre,"1,269.00 €","538.00-2,000.00",1.269,"(538.0, 2.0)",538.0,2.0
north korea,rent per month,apartment (3 bedrooms) outside of centre,186.67 €,120.00-320.00,186.67,"(120.0, 320.0)",120.0,320.0
north korea,buy apartment price,price per square meter to buy apartment in city centre,"1,506.95 €",,1.506,,,
north korea,buy apartment price,price per square meter to buy apartment outside of centre,"1,237.85 €",,1.237,,,
north korea,salaries and financing,average monthly net salary (after tax),149.89 €,,149.89,,,
north korea,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",7.11,,7.11,,,
north macedonia,rent per month,apartment (1 bedroom) in city centre,298.65 €,195.03-406.31,298.65,"(195.03, 406.31)",195.03,406.31
north macedonia,rent per month,apartment (1 bedroom) outside of centre,222.52 €,154.40-325.05,222.52,"(154.4, 325.05)",154.4,325.05
north macedonia,rent per month,apartment (3 bedrooms) in city centre,486.72 €,325.05-750.00,486.72,"(325.05, 750.0)",325.05,750.0
north macedonia,rent per month,apartment (3 bedrooms) outside of centre,346.35 €,243.79-536.33,346.35,"(243.79, 536.33)",243.79,536.33
north macedonia,buy apartment price,price per square meter to buy apartment in city centre,"1,789.70 €","1,100.00-2,500.00",1.789,"(100.0, 2.5)",100.0,2.5
north macedonia,buy apartment price,price per square meter to buy apartment outside of centre,"1,271.29 €","900.00-1,787.78",1.271,"(900.0, 1.787)",900.0,1.787
north macedonia,salaries and financing,average monthly net salary (after tax),631.90 €,,631.9,,,
north macedonia,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.88,3.50-6.90,4.88,"(3.5, 6.9)",3.5,6.9
northern mariana islands,rent per month,apartment (1 bedroom) in city centre,574.31 €,551.34-597.29,574.31,"(551.34, 597.29)",551.34,597.29
northern mariana islands,rent per month,apartment (1 bedroom) outside of centre,413.50 €,321.62-551.34,413.5,"(321.62, 551.34)",321.62,551.34
northern mariana islands,rent per month,apartment (3 bedrooms) in city centre,964.85 €,"918.90-1,010.79",964.85,"(918.9, 1.01)",918.9,1.01
northern mariana islands,rent per month,apartment (3 bedrooms) outside of centre,888.27 €,"735.12-1,102.68",888.27,"(735.12, 1.102)",735.12,1.102
northern mariana islands,buy apartment price,price per square meter to buy apartment in city centre,"1,654.02 €",,1.654,,,
northern mariana islands,buy apartment price,price per square meter to buy apartment outside of centre,"11,869.15 €",,11.869,,,
northern mariana islands,salaries and financing,average monthly net salary (after tax),928.09 €,,928.09,,,
norway,rent per month,apartment (1 bedroom) in city centre,"1,105.13 €","777.33-1,554.65",1.105,"(777.33, 1.554)",777.33,1.554
norway,rent per month,apartment (1 bedroom) outside of centre,840.38 €,"604.59-1,295.54",840.38,"(604.59, 1.295)",604.59,1.295
norway,rent per month,apartment (3 bedrooms) in city centre,"1,724.27 €","1,209.17-2,591.09",1.724,"(209.17, 2.591)",209.17,2.591
norway,rent per month,apartment (3 bedrooms) outside of centre,"1,326.88 €","950.07-1,900.13",1.326,"(950.07, 1.9)",950.07,1.9
norway,buy apartment price,price per square meter to buy apartment in city centre,"6,280.79 €","3,541.16-9,500.66",6.28,"(541.16, 9.5)",541.16,9.5
norway,buy apartment price,price per square meter to buy apartment outside of centre,"4,245.85 €","2,245.61-7,082.31",4.245,"(245.61, 7.082)",245.61,7.082
norway,salaries and financing,average monthly net salary (after tax),"3,189.53 €",,3.189,,,
norway,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.45,3.50-6.00,4.45,"(3.5, 6.0)",3.5,6.0
oman,rent per month,apartment (1 bedroom) in city centre,470.36 €,286.38-954.61,470.36,"(286.38, 954.61)",286.38,954.61
oman,rent per month,apartment (1 bedroom) outside of centre,321.83 €,238.65-715.96,321.83,"(238.65, 715.96)",238.65,715.96
oman,rent per month,apartment (3 bedrooms) in city centre,856.42 €,"441.51-1,551.24",856.42,"(441.51, 1.551)",441.51,1.551
oman,rent per month,apartment (3 bedrooms) outside of centre,570.45 €,357.98-954.61,570.45,"(357.98, 954.61)",357.98,954.61
oman,buy apartment price,price per square meter to buy apartment in city centre,"1,506.75 €","954.61-2,147.87",1.506,"(954.61, 2.147)",954.61,2.147
oman,buy apartment price,price per square meter to buy apartment outside of centre,"1,044.65 €","644.36-1,431.91",1.044,"(644.36, 1.431)",644.36,1.431
oman,salaries and financing,average monthly net salary (after tax),"2,083.91 €",,2.083,,,
oman,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.99,3.30-6.50,4.99,"(3.3, 6.5)",3.3,6.5
pakistan,rent per month,apartment (1 bedroom) in city centre,103.43 €,52.42-180.18,103.43,"(52.42, 180.18)",52.42,180.18
pakistan,rent per month,apartment (1 bedroom) outside of centre,62.00 €,32.76-114.66,62.0,"(32.76, 114.66)",32.76,114.66
pakistan,rent per month,apartment (3 bedrooms) in city centre,248.34 €,131.04-491.40,248.34,"(131.04, 491.4)",131.04,491.4
pakistan,rent per month,apartment (3 bedrooms) outside of centre,150.60 €,81.90-280.10,150.6,"(81.9, 280.1)",81.9,280.1
pakistan,buy apartment price,price per square meter to buy apartment in city centre,585.99 €,"327.60-1,057.87",585.99,"(327.6, 1.057)",327.6,1.057
pakistan,buy apartment price,price per square meter to buy apartment outside of centre,382.72 €,176.31-775.77,382.72,"(176.31, 775.77)",176.31,775.77
pakistan,salaries and financing,average monthly net salary (after tax),172.82 €,,172.82,,,
pakistan,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",19.45,12.00-25.00,19.45,"(12.0, 25.0)",12.0,25.0
palau,rent per month,apartment (1 bedroom) in city centre,827.01 €,735.12-918.90,827.01,"(735.12, 918.9)",735.12,918.9
palau,rent per month,apartment (1 bedroom) outside of centre,643.23 €,551.34-735.12,643.23,"(551.34, 735.12)",551.34,735.12
palau,rent per month,apartment (3 bedrooms) in city centre,"1,608.08 €","918.90-2,297.25",1.608,"(918.9, 2.297)",918.9,2.297
palau,rent per month,apartment (3 bedrooms) outside of centre,918.90 €,918.90-918.90,918.9,"(918.9, 918.9)",918.9,918.9
palau,buy apartment price,price per square meter to buy apartment in city centre,"7,801.98 €",,7.801,,,
palau,buy apartment price,price per square meter to buy apartment outside of centre,724.83 €,,724.83,,,
palau,salaries and financing,average monthly net salary (after tax),723.63 €,,723.63,,,
palestine,rent per month,apartment (1 bedroom) in city centre,303.23 €,176.38-453.54,303.23,"(176.38, 453.54)",176.38,453.54
palestine,rent per month,apartment (1 bedroom) outside of centre,232.07 €,137.84-377.95,232.07,"(137.84, 377.95)",137.84,377.95
palestine,rent per month,apartment (3 bedrooms) in city centre,554.39 €,302.36-907.07,554.39,"(302.36, 907.07)",302.36,907.07
palestine,rent per month,apartment (3 bedrooms) outside of centre,446.34 €,201.57-827.01,446.34,"(201.57, 827.01)",201.57,827.01
palestine,buy apartment price,price per square meter to buy apartment in city centre,894.47 €,"629.91-1,234.63",894.47,"(629.91, 1.234)",629.91,1.234
palestine,buy apartment price,price per square meter to buy apartment outside of centre,695.76 €,503.93-918.90,695.76,"(503.93, 918.9)",503.93,918.9
palestine,salaries and financing,average monthly net salary (after tax),633.22 €,,633.22,,,
palestine,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",7.25,5.00-15.00,7.25,"(5.0, 15.0)",5.0,15.0
panama,rent per month,apartment (1 bedroom) in city centre,840.24 €,"551.34-1,378.35",840.24,"(551.34, 1.378)",551.34,1.378
panama,rent per month,apartment (1 bedroom) outside of centre,643.55 €,"367.56-1,102.68",643.55,"(367.56, 1.102)",367.56,1.102
panama,rent per month,apartment (3 bedrooms) in city centre,"1,616.22 €","1,102.68-2,756.70",1.616,"(102.68, 2.756)",102.68,2.756
panama,rent per month,apartment (3 bedrooms) outside of centre,"1,252.88 €","827.01-1,837.80",1.252,"(827.01, 1.837)",827.01,1.837
panama,buy apartment price,price per square meter to buy apartment in city centre,"2,040.34 €","1,102.68-2,940.48",2.04,"(102.68, 2.94)",102.68,2.94
panama,buy apartment price,price per square meter to buy apartment outside of centre,"1,419.99 €","918.90-2,021.58",1.419,"(918.9, 2.021)",918.9,2.021
panama,salaries and financing,average monthly net salary (after tax),760.78 €,,760.78,,,
panama,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",6.30,4.00-7.00,6.3,"(4.0, 7.0)",4.0,7.0
papua new guinea,rent per month,apartment (1 bedroom) in city centre,"2,581.85 €","893.05-4,594.50",2.581,"(893.05, 4.594)",893.05,4.594
papua new guinea,rent per month,apartment (1 bedroom) outside of centre,491.18 €,"223.26-1,654.02",491.18,"(223.26, 1.654)",223.26,1.654
papua new guinea,rent per month,apartment (3 bedrooms) in city centre,"3,293.14 €","1,339.58-5,135.06",3.293,"(339.58, 5.135)",339.58,5.135
papua new guinea,rent per month,apartment (3 bedrooms) outside of centre,669.79 €,"334.90-1,227.95",669.79,"(334.9, 1.227)",334.9,1.227
papua new guinea,buy apartment price,price per square meter to buy apartment in city centre,"7,856.86 €","1,116.32-15,628.45",7.856,"(116.32, 15.628)",116.32,15.628
papua new guinea,buy apartment price,price per square meter to buy apartment outside of centre,"58,420.64 €","7,814.23-133,958.15",58.42,"(814.23, 133.958)",814.23,133.958
papua new guinea,salaries and financing,average monthly net salary (after tax),361.87 €,,361.87,,,
papua new guinea,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",12.75,6.50-20.00,12.75,"(6.5, 20.0)",6.5,20.0
paraguay,rent per month,apartment (1 bedroom) in city centre,353.21 €,231.16-462.32,353.21,"(231.16, 462.32)",231.16,462.32
paraguay,rent per month,apartment (1 bedroom) outside of centre,271.32 €,173.37-346.74,271.32,"(173.37, 346.74)",173.37,346.74
paraguay,rent per month,apartment (3 bedrooms) in city centre,578.25 €,351.02-924.63,578.25,"(351.02, 924.63)",351.02,924.63
paraguay,rent per month,apartment (3 bedrooms) outside of centre,384.73 €,253.62-520.11,384.73,"(253.62, 520.11)",253.62,520.11
paraguay,buy apartment price,price per square meter to buy apartment in city centre,"1,209.57 €","1,109.56-1,500.00",1.209,"(109.56, 1.5)",109.56,1.5
paraguay,buy apartment price,price per square meter to buy apartment outside of centre,930.62 €,"872.96-1,000.00",930.62,"(872.96, 1.0)",872.96,1.0
paraguay,salaries and financing,average monthly net salary (after tax),360.02 €,,360.02,,,
paraguay,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",9.94,7.90-12.00,9.94,"(7.9, 12.0)",7.9,12.0
peru,rent per month,apartment (1 bedroom) in city centre,428.33 €,175.11-735.12,428.33,"(175.11, 735.12)",175.11,735.12
peru,rent per month,apartment (1 bedroom) outside of centre,245.70 €,125.08-450.29,245.7,"(125.08, 450.29)",125.08,450.29
peru,rent per month,apartment (3 bedrooms) in city centre,725.78 €,"375.25-1,500.98",725.78,"(375.25, 1.5)",375.25,1.5
peru,rent per month,apartment (3 bedrooms) outside of centre,444.57 €,300.20-827.01,444.57,"(300.2, 827.01)",300.2,827.01
peru,buy apartment price,price per square meter to buy apartment in city centre,"1,628.33 €","950.62-2,692.74",1.628,"(950.62, 2.692)",950.62,2.692
peru,buy apartment price,price per square meter to buy apartment outside of centre,"1,356.45 €","900.59-2,692.74",1.356,"(900.59, 2.692)",900.59,2.692
peru,salaries and financing,average monthly net salary (after tax),447.30 €,,447.3,,,
peru,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",10.33,8.00-14.40,10.33,"(8.0, 14.4)",8.0,14.4
philippines,rent per month,apartment (1 bedroom) in city centre,283.69 €,128.40-642.01,283.69,"(128.4, 642.01)",128.4,642.01
philippines,rent per month,apartment (1 bedroom) outside of centre,159.17 €,80.25-337.04,159.17,"(80.25, 337.04)",80.25,337.04
philippines,rent per month,apartment (3 bedrooms) in city centre,600.00 €,"240.75-1,605.02",600.0,"(240.75, 1.605)",240.75,1.605
